id,title,director,year
RbR18,The Ghosts of Missisippi,R.Reiner,1996
RbR22,The Story of Us,R.Reiner,2000
RDi10,Deathgames,Dimsey,1983
RDu10,Angelo My Love,Duvall,1983
RDu12,We're Not the Jet Set,Duvall,1990
RDu15,The Apostle,Duvall,1997
RiC10,Hell's Angels Forever,Chase,1983
RMw3,The Phantom of the Opera,Markowitz,1983
RMw10,Overexposed,Markowitz,1991
RMw13,Afterburn,Markowitz,1992
RMw15,Nicholas - a Child's Heart Lives On,Markowitz,1998
RoD10,The Black Stallion Returns,Dalva,1983
RPe8,Threshold,Pearce,1981
RPe12,Country,Pearce,1984
RPe20,The Long Walk Home,Pearce,1991
RPe22,Leap of Faith,Pearce,1992
RVO10,Angel,ONeil,1983
RWs10,Hambone and Hillie,Watts,1984
PBm1,Risky Business,P.Brickman,1983
PBm2,Men Don't Leave,P.Brickman,1989
SFi10,Revenge of the Ninja,Firstenberg,1983
SiN10,New York Nights,Nuchtern,1983
SlT10,Liquid Sky,Tsukerman,1983
SvF10,I Promise to Remember,Fischler,1983
TeB10,Slayground,Bedford,1983
TGr10,Deep in the Heart,T.Garrett,1983
ToS1,The Hunger,T.Scott,1983
ToS5,Top Gun,T.Scott,1986
ToS10,Days of Thunder,T.Scott,1986
ToS12,Beverly Hills Cop II,T.Scott,1987
ToS15,True Romance,T.Scott,1990
ToS21,"Crimson Tide ",T.Scott,1995
ToS23,The Fan,T.Scott,1996
ToS25,Enemy of the State,T.Scott,1998
ToS29,Spy Game,T.Scott,2000
VZg10,Divine Waters,Zaggario,1983
WiD10,Timerider: The Adventure of Lyle Swann,Dear,1983
WiD20,Angels in the Outfield,Dear,1994
WTMx,The Old Well,Tianming,1983
ACx10,Repo Man,A.Cox,1984
ACx12,Sid and Nancy,A.Cox,1986
AEy2,Next of Kin,Egoyan,1984
AEy5,Family Viewing,Egoyan,1987
AEy7,Speaking Parts,Egoyan,1989
AEy9,The Adjuster,Egoyan,1991
AEy10,Montreal Vue Par,Egoyan,1991
AEy11,Gross Misconduct,Egoyan,1993
AEy12,Calendar,Egoyan,1993
AEy13,Sarabande,Egoyan,0
AEy14,Exotica,Egoyan,1995
AEy16,The Sweet Hereafter,Egoyan,1997
AEy18,Felicia's Journey,Egoyan,1999
AiN10,Dawandeh,Naderi,1984
AKu10,Terror in the Aisles,Kuehn,1984
AvW10,Voyeur,vanWarmerdam,1991
AvW12,The Northerners,vanWarmerdam,1991
AvW16,The Dress,vanWarmerdam,1996
AvW19,Little Tony,vanWarmerdam,1998
AzC10,A Woman's Pale Blue Handwriting,Corti,1984
ChS10,Irreconcilable Differences,Shyer,1984
ChS13,Baby Boom,Shyer,1987
ChS20,Father of the Bride,Shyer,1991
ChS24,I Love Trouble,Shyer,1994
DWa10,Making the Grade,D.Walker,1984
EPy5,Sugar Cane Alley,Palcy,1984
EPy10,A Dry White Season,Palcy,1989
FSh10,Savage Attraction,Shields,1984
FKi10,Children of the Corn,Kiersch,1984
FKi18,Into the Sun,Kiersch,1992
GnP10,Two Minute Warning,G,1984
HuW10,Police Academy,H.Wilson,1984
HuW12,Police Academy 2,H.Wilson,1984
HuW15,Police Academy 3,H.Wilson,1986
HuW22,Guarding Tess,H.Wilson,1994
HuW25,First Wives Club,H.Wilson,1996
IHu1,Sixteen Candles,J.Hughes,1984
IHu11,The Breakfast Club,J.Hughes,1985
IHu12,Weird Science,J.Hughes,1985
IHu15,"Planes, Trains, and Automobiles",J.Hughes,1987
IHu18,Ferris Buellers Day off,J.Hughes,1988
IHu22,Uncle Buck,J.Hughes,1989
IHu25,Curly Sue,J.Hughes,1991
JCi3,A Girl's own Story,Campion,1984
JCi5,Two Friends,Campion,1986
JCi10,Sweetie,Campion,1990
JCi12,An Angel at my Table,Campion,1991
JCi14,The Piano,Campion,1993
JCi17,Portrait of a Lady,Campion,1996
JCi20,Holy Smoke,Campion,1999
JlC4,Blood Simple,J.Coen,1985
JlC7,Raising Arizona,J.Coen,1987
JlC10,Miller's Crossing,J.Coen,1990
JlC11,Barton Fink,J.Coen,1991
JlC14,The Hudsucker Proxy,J.Coen,1994
JlC15,Things to do in Denver When You're Dead,J.Coen,1995
JlC16,Fargo,J.Coen,1996
JlC18,The Big Lebowski,J.Coen,1997
JI1,Ososhiki,Itami,1984
JI2,Tampopo,Itami,1987
JI4,A Taxing Woman,Itami,1988
JI5,A Taxing Woman's Return,Itami,1989
JI6,A-Ge-man,Itami,1990
JmF10,Reckless,J.Foley,1984
JmF20,Glengarry Glen Ross,J.Foley,1992
JmF25,Fear,J.Foley,1996
JRu1,Dreamscape,J.Ruben,1984
JRu2,The Stepfather,J.Ruben,1987
JRu3,True Believer,J.Ruben,1989
JRu5,Sleeping With the Enemy,J.Ruben,1991
JRu12,Stepfather 3,J.Ruben,1992
JRu14,The Good Son,J.Ruben,1993
JSe0,Breakin',Silberg,1984
JZi10,Friday the 13th - The Final Chapter,Zito,1984
LeN3,Star Trek III: The Search For Spock,Nimoy,1984
LeN4,Star Trek IV: The Voyage Home,Nimoy,1986
LeN8,Three Men and A Baby,Nimoy,1987
LeN10,The Good Mother,Nimoy,1988
LeN12,Funny About Love,Nimoy,1990
LeN10,The Good Mother,Nimoy,1988
LdC10,Thus spake Bellavista,deCrescenzo,1984
LPi10,Hard to Hold,L.Pierce,1984
LPi20,"Queenie, the Star of Calcutta",L.Pierce,1988
MaM1,A Private Function,Mobray,1984
MaM2,Out Cold,Mobray,1989
MSv1,Old Enough,M.Silver,1984
MBu10,Exterminator 2,Buntzman,1984
MGr10,Hardbodies,M.Griffiths,1984
MGr15,Hardbodies II,M.Griffiths,1990
MiR5,1984,M.Radford,1984
MiR10,White Mischief,M.Radford,1988
MiR21,B.Monkey,M.Radford,1999
MKa10,Another Country,Kanievska,1984
MKa15,Il Postino,Kanievska,1995
MtB10,Streetwise,Mt.Bell,1984
MtB16,American Heart,Mt.Bell,1993
NaL10,Picone sent me,Loy,1984
NaL20,Scugnizzi,Loy,1989
NBu10,The Good Fight,Buckner,1984
NiC10,The Last Starfighter,N.Castle,1984
NiC30,Dennis the Menace,N.Castle,1993
NIs10,Bachelor Party,Israel,1984
PeC10,Highpoint,P.Carter,1984
PeM10,Hot Dog...The Movie,P.Markle,1984
PeM15,Nightbreaker,P.Markle,1989
PeM20,Through the Eyes of a Killer,P.Markle,1993
Pri1,Purple Rain,Prince,1984
Pri2,Graffiti Bridge,Prince,1990
RCn10,Scandalous,R.Cohen,1984
RCn30,Dragon: The Bruce Lee Story,R.Cohen,1993
RCn36,Dragonheart,R.Cohen,1996
RCn39,Daylight,R.Cohen,1996
REp10,The Times of Harvey Milk,R.Epstein,1984
REp18,The Celluloid Closet,R.Epstein,1996
RhM10,Razorback,Mulcahy,1984
RhM30,Ricochet,Mulcahy,1991
RhM34,Blue Ice,Mulcahy,1992
RhM37,The Shadow,Mulcahy,1994
RoJ1,The Killing Fields,R.Joffe,1984
RoJ10,Fat Man and Little Boy,R.Joffe,1989
RoJ20,Goodbye Lover,R.Joffe,1999
RTu1,Tightrope,Tuggle,1984
RTu3,Out of Bounds,Tuggle,1986
RYo10,Lassiter,Rg.Young,1984
RYo12,Gulag,Rg.Young,1985
PiS10,Weapons of the Spirit,Sauvage,1984
TMk10,The Price of Love,Marketaki,1984
ToP10,Testimony,Palmer,1987
Z0910,The Adventures of Buckaroo Banzai: Across the 8th Dimension,W.D.Richter,1984
AAg10,Topos,Angelidi,1985
AKo10,Runaway Train,Konchalovsky,1985
AKo15,Tango and Cash,Konchalovsky,1985
AKo15,The Inner Circle,Konchalovsky,1992
Amp1,Girls Just Want To Have Fun,Metter,1985
Amp6,Police Academy 7,Metter,1994
Ari10,Woman of the Port,Ripstein,1985
Ari15,No One Writes to the Colonel,Ripstein,1999
CCw1,Say Anything,C.Crowe,1989
CCw2,Singles,C.Crowe,1992
CCw5,Jerry Maguire,C.Crowe,1996
CCw8,Almost Famous,C.Crowe,1999
CCw10,Vanilla Sky,C.Crowe,2001
CLz1,Shoah,Lanzman,1985
CST10,A Chinese Ghost Story,Ching,1985
CST20,The Terra-Cotta Warrior,Ching,1990
DDe10,Desert Hearts,Deitch,1985
DnA10,Silver Bullet,Attias,1985
GaT3,The Black Cauldron,Trousdale,1985
GaT5,Oliver and Company,Trousdale,1988
GaT7,The Little Mermaid,Trousdale,1989
GaT10,Beauty and the Beast,Trousdale,1992
GaT11,"Ferngully, The Last Rainforest",Trousdale,1992
GaT16,Kazaam,Trousdale,1996
GaT18,The Hunchback of Notre Dame,Trousdale,1996
GoJ10,The Children of the Cold War,Justiniano,1985
GoJ20,Caluga o Menta,Justiniano,1990
HSB10,Germany Pale Mother,SandersBrahms,1985
HSB18,"Apfelb\""aume",SandersBrahms,1992
Ilt1,Honoring Wallaby,Lasseter,1985
ILt5,Buskers Down Under,Lasseter,1990
ILt10,Geri's Game,Lasseter,1992
ILt15,Toy Story,Lasseter,1995
ILt17,A Bug's Life,Lasseter,1998
ILt18,Toy Story 2,Lasseter,1999
IsS3,Mephisto,Szabo,1981
IsS5,Colonel Redl,Szabo,1985
IsS7,Hanussen,Szabo,1985
IsS10,Meeting Venus,Szabo,1991
IsS11,"Sweet Emma, Dear Bobe",Szabo,1991
IsS15,Sunshine,Szabo,2000
ITu10,Mac,Turturro,1992
JBd10,Eubie!,J.Boyd,1985
JoH10,The Other Eye,Heer,1985
JqS10,Joy et Joan,Saurel,1985
JSm10,Flaming Creatures,J.Smith,1985
JuI10,No Life King,Ichikawa,1985
JVm4,Herbstmilch,Vilsmaier,1985
JVm7,Rama Dama,Vilsmaier,1988
JVm10,Stalingrad,Vilsmaier,1991
JVm17,The Harmonists,Vilsmaier,1999
KBg6,Blue Steel,Bigelow,1985
KBg8,Near Dark,Bigelow,1985
KBg10,Point Break,Bigelow,1991
KBg15,Strange Days,Bigelow,1996
KBw10,The Gospel at Colonus,K.Browning,1985
KGC10,Life on a String,K.Chen,1985
KZs10,Inventory,Zanussi,1985
KZs18,"Leben f\""ur Leben Maximilian Kolbe",Zanussi,1991
LAn1,Thirteen at Dinner,Antonio,1985
LCa10,Mauvais Sang,Carax,1987
LCa14,Les Amants du Pont-Neuf,Carax,1991
LCa22,Pola X,Carax,1999
LiY20,Chantilly Lace,Yellen,1993
LPt10,Las Madres: The Mothers of the Plaza de Mayo,Portillo,1985
MAF10,Bar Salon,Forcier,1985
MAF15,An Imaginary Tale,Forcier,1985
MBl5,Zwei Fische auf dem Trockenen,Blanc,1985
MDi10,Heaven Help Us,Dinner,1985
MaG10,Die Blaue Stunde,Gisler,1992
MiP10,Extramuros,Picazo,1985
MKo10,Town Alive,Koike,1985
MoT1,"Verleitung, Die Grausame Frau",Treut,1985
MoT10,Virgin Machine,Treut,1988
MoT12,My Father is Coming,Treut,1992
MTo10,The Rapture,Tolkin,1985
MzN4,Rataplan,Nichetti,1985
MzN10,The Icycle Thief,Nichetti,1987
MzN15,Volare Volare,Nichetti,1991
OSo10,Orion's Belt,Solum,1985
PGa10,The Phiadelphia Attraction,Gardos,1985
RNi10,On the Edge,Nilsson,1985
SiS10,Locked-Up Time,Schonemann,1985
SSh10,Sudden Death,SigShore,1985
SuA10,The Hour of the Star,Amaral,1985
THo10,Vampire ... Did you say Vampire?,T.Holland,1985
THo20,The Wizard,T.Holland,1989
TiB1,Pee-Wee's Big Adventure,T.Burton,1985
TiB2,The Jar,T.Burton,1985
TiB5,Beetlejuice,T.Burton,1988
TiB6,Batman,T.Burton,1989
TiB8,Edward Scissorhands,T.Burton,1989
TiB12,Batman Returns,T.Burton,1992
TiB14,Ed Wood,T.Burton,1994
TiB17,"Mars Attacks ",T.Burton,1996
TiB20,Sleepy Hollow,T.Burton,1999
WTa10,Flashpoint,Tannen,1985
WTa20,Heroes,Tannen,1985
xYa10,"Liberty, Equality, Sauerkraut",Yanne,1985
ZlK10,Two Moon Junction,Z.King,1985
ZlK20,Wild Orchid 2: Two Shades of Blue,Z.King,1992
ABu10,Just Between Friends,A.Burns,1986
ACv10,Therese,Cavalier,1986
APe10,Psycho III,Perkins,1986
AvS10,Directed by William Wyler,Slesin,1986
bQs10,Street of Crocodiles,Quay,1986
bQs14,Rehearsals for Extinct Anatomies,Quay,1988
bQs20,Anamorphosis,Quay,1991
bQs23,The Comb,Quay,1991
bQs25,Are We Still Married,Quay,1992
bQs30,Long way down (Look What the Cat drug In),Quay,1993
BrG10,Poltergeist II,B.Gibson,1986
BrG20,The Josephine Baker Story,B.Gibson,1992
BrG25,What's Love Got To Do With It,B.Gibson,1993
BrG28,The Juror,B.Gibson,1986
BWb10,Let's Get Lost,B.Weber,1988
DBl10,An American Tail,Bluth,1986
DBl12,The Land Before Time,Bluth,1988
DBl13,All Dogs Go To Heaven,Bluth,1989
DBl15,An American Tail 2: Fievel Goes West,Bluth,1991
DBl16,Rock-A-Doodle,Bluth,1991
DBl20,Hans Christian Andersen's Thumbelina,Bluth,1994
DBl24,Anastasia,Bluth,1997
FdP10,"Dracula, He Wrote",F.dePalma,1986
GaM10,Dreamchild,G.Millar,1986
HoD10,Pretty in Pink,Deutsch,1986
HoD20,Getting Even With Dad,Deutsch,1994
HoD24,The Odd Couple II,Deutsch,1998
JeL10,Rent-a-Cop,Londoncity,1986
JoR10,Coupe de Ville,Roth,1986
JoR15,Revenge of the Nerds II,Roth,1987
MdV5,Le paltoquet,? [deVille,1986
MdV10,Nuit d'ete en Ville,? [deVille,1990
MdV14,Sweetheart,? [deVille,1992
MrD1,Signs of Wonder,Donovan,1986
MrD2,Apartment Zero,Donovan,1989
PFa1,Crocodile Dundee,Faiman,1986
PFa10,Dutch,Faiman,1991
PLu10,Frida: Naturaleza Vida,Leduc,1986
RHv5,Critters,R.Harvey,1986
RHv7,Critters 2,R.Harvey,1991
RHv9,Critters 3,R.Harvey,1991
RHv10,Critters 4,R.Harvey,1991
RMa10,F/X,Mandel,1986
PtM10,The Trip to Bountiful,Masterson,1986
RnF10,Chronos,Fricke,1986
RnF14,Baraka,Fricke,1992
SLJ1,She's Gotta Have It,Spike~Lee,1987
SLJ2,School Daze,Spike~Lee,1988
SLJ3,Do The Right Thing,Spike~Lee,1989
SLJ4,`Mo' Better Blues,Spike~Lee,1990
SLJ5,Jungle Fever,Spike~Lee,1991
SLJ6,New York City,Spike~Lee,1992
SLJ7,Malcolm X,Spike~Lee,1992
SLJ8,Crooklyn,Spike~Lee,1993
SLJ11,He Got Game,Spike~Lee,1998
SLJ12,Summer of Sam,Spike~Lee,1999
SLJ14,The Original Kings of Comedy,Spike~Lee,2000
SpK10,Maximum Overdrive,St.King,1986
STo10,Vera,Toledo,1986
TsH10,Peking Opera Blues,Hark,1986
YYo10,A Promise,Y.Yoshida,1986
Z8610,I'll Take Manhattan,UnYear86,1986
Z8630,Say Yes,UnYear86,1986
ACl10,"Rita, Sue and Bob Too",A.Clark,1987
AlP10,Local Stigmatic,Pacino,1987
AlP15,Looking for Richard,Pacino,1996
ARb1,Batteries Not Included,A.Robbins,1987
ATu1,Celia,Turner,1987
BEE10,Less Than Zero,B.Ellis,1987
BEE15,American Psycho,B.Ellis,1989
BuS10,Johnny Be Good,Bud.Smith,1987
CCo2,Heartbreak Hotel,Columbus,1988
CCo3,Home Alone,Columbus,1990
CCo4,Only the Lonely,Columbus,1991
CCo5,Home Alone 2: Lost in New York,Columbus,1992
CCo6,Mrs.~Doubtfire,Columbus,1993
CCo10,Home Alone 3,Columbus,1997
CCo11,Stepmom,Columbus,1998
CCo12,Bicentennial Man,Columbus,1999
CCo14,Harry Potter and the Sorcerer's Stone,Columbus,2001
CGy10,The Miracle of Love,Gormley,1987
CP1,Couples and Robbers,Peploe,1987
CP2,High Season,Peploe,1988
CP3,Rough Magic,Peploe,1995
CVr10,The Children of the Helidona,Vrettakos,1987
DLe10,Wish You Were Here,Leland,1987
DMa1,House of Games,Mamet,1987
DMa10,Things Change,Mamet,1988
DMa12,The Adventures of Charlie Chan,Mamet,1991
DMa13,Homicide,Mamet,1991
DMa15,Oleanna,Mamet,1993
DMa20,The Spanish Prisoner,Mamet,1998
DMa21,The Winslow Boy,Mamet,1999
EAr10,Sister Act,Ardolino,1992
EAr12,Gypsy,Ardolino,1993
ElB10,Dirty Dancing,Bergstein,1987
EtC20,"Das Leben ist ein langer, ruhiger Fluss",Chatiliez,1987
EtC25,Tatie Danielle,Chatiliez,1990
JWy10,The Haunting of Morella,Wynorski,1990
JWy15,976-Evil,Wynorski,1992
KHa10,The Emperor's Naked Army Marches On,Hara,1987
KYo1,Twilight of the Cockroaches,K.Yoshida,1987
LHa1,My Life As a Dog,Hallstrom,1987
LHa5,Once Around,Hallstrom,1991
LHa10,What's Eating Gilbert Grape,Hallstrom,1993
LHa16,The Cider House Rules,Hallstrom,1999
LHa17,Chocolat,Hallstrom,2000
LPs10,Theophilos,Papastathis,1987
LVa10,La Bamba,Valdez,1987
LVa12,Zoot Suit,Valdez,1995
MGn10,Creepshow 2,Gornick,1987
MkR10,Murder Ordained,Rob,1987
MRi10,Naga Bonar,Risyaf,1987
MRz10,Nayakam,Rathnam,1987
MWl10,A League of their Own,M.Wallace,1987
NCo10,The Incredible Hulk,Corea,1987
NCo11,The Return of the Incredible Hulk,Corea,1988
NMv1,Dark Eyes,Mikhalkov,1987
NMv3,Oblomov,Mikhalkov,1989
NMv8,Cllose to Eden,Mikhalkov,1991
NMv10,Urga,Mikhalkov,1992
NoM10,Tough Guys Don't Dance,Mailer,1987
PMG10,The Running Man,Glaser,1987
PPm10,Imagen Latente,Perelman,1987
PPm15,Archipielago,Perelman,1992
PRz10,I've Heard the Mermaids Singing,Rozema,1987
PRz15,White Room,Rozema,1991
PRz22,Mansfield Park,Rozema,1999
RtS10,Radio Bikini,R.Stone,1987
RtT10,Hollywood Shuffle,Townsend,1987
SiG10,Berlin in Berlin,Getin,1993
VNu10,Ruby in Paradise,Nunez,1993
VNu15,Ulee's Gold,Nunez,1997
VSa10,Clownhouse,Salva,1987
VSa18,Powder,Salva,1995
ZKK10,Cry and Cry Again,Kovacs,1987
Z8720,Project X,UnYear87,1987
ABi10,Burning Secret,Birkin,1988
ABi20,The Cement Garden,Birkin,1994
ADv10,Above the Law,A.Davis,1988
ADv12,Code of Silence,A.Davis,1988
ADv14,The Package,A.Davis,1991
ADv15,Under Siege,A.Davis,1992
ADv17,The Fugitive,A.Davis,1993
ADv22,A Perfect Murder,A.Davis,1998
AgH1,To Kill A Priest,A.Holland,1988
AgH5,Angry Harvest,A.Holland,1989
AgH10,"Europa, Europa",A.Holland,1991
AgH13,"Olivier, Olivier",A.Holland,1993
AgH15,The Secret Garden,A.Holland,1993
AgH19,Washington Square,A.Holland,1997
AHo1,Candystripe Nurses,Holleb,1988
AnK10,The Big Heat,Kam,1988
AxA10,Pour Sacha,Arcady,1988
BiA1,Pelle the Conqueror,August,1988
BiA3,Twist and Shout,August,1990
BiA5,The Best Intentions,August,1992
BiA7,The House of the Spirits,August,1994
BiA8,Smilla's Sense of Snow,August,1995
BiA9,Jerusalem,August,1997
BiA10,Les Miserables,August,1998
BmF10,Funny,Ferren,1988
BSi3,,Silberling,1988
BSi10,Caspar,Silberling,1995
BSi13,City of Angels,Silberling,1998
BZi10,Emmanuelle 6,Zincone,1988
CBu6,Dealers,Bucksey,1988
CBu8,Notorious,Bucksey,1989
CBu10,Curiosity Kills,Bucksey,1990
CBx10,Action Jackson,Baxley,1988
CCr10,Off Limits,Ch.Crowe,1988
CCr12,Whispers in the Dark,Ch.Crowe,1992
CEd10,Little Dorrit,Edzard,1988
CEd20,As You like It,Edzard,1992
ClD1,Chocolat,Denis,1988
ClD5,Nenette and Boni,Denis,1997
ClD10,Trouble Every Day,Denis,2002
DGr1,Buster,David~Green,1988
DH1,Mr.~North,D.Huston,1988
DH5,Becoming Colette,D.Huston,1992
DdV1,Throw Momma from the Train,D.deVito,1988
DdV2,The War of the Roses,D.deVito,1989
DdV4,Hoffa,D.deVito,1992
EAy10,Goguktu Ve Yagmur Ciseliyorau,Ayca,1988
GAx1,Babette's Feast,Axelrod,1988
GrA10,The Living End,Araki,1992
GKo10,Deserter,Korras,1988
GuM1,Tales from the Gimli Hospital,Maddin,1988
GuM2,Archangel,Maddin,1991
GuM3,Careful,Maddin,1992
GuM5,Twilight of the Ice Nymphs,Maddin,1998
GvR10,Casual Sex,Robert,1988
GvS01,Cocktail Roadhouse,vanSant,1985
GvS1,Mala Noche,vanSant,1988
GvS2,Drugstore Cowboy,vanSant,1989
GvS4,Thanksgiving Prayer,vanSant,1990
GvS5,My Own Private Idaho,vanSant,1991
GvS8,Even Cowgirls get the Blues,vanSant,1994
GvS11,Good Will Hunting,vanSant,1997
GvS12,Psycho,vanSant,1998
HBo10,Fictitious Marriage,Bouzagio,1988
HDu10,Bal Poussi\`ere,Duparc,1988
HeW1,Memories of Me,H.Winkler,1988
HeW5,Cop and a Half,H.Winkler,1993
HWi10,Reunion at Fairborough,H.Wise,1988
IBC10,Act of Piracy,Caros,1988
ICo10,Crocodile Dundee II,Cornell,1988
IGs10,Urinal,Greyson,1988
IGs20,Zero Patience,Greyson,1994
IlM5,"Emanuelle, the Seductress",Milonaka,1988
IlM10,Tiffany,Milonaka,1988
IMT10,Die Hard,McTiernan,1988
IMT15,Hunt for Red October,McTiernan,1991
IMT20,Medicine Man,McTiernan,1992
IMT22,Last Action Hero,McTiernan,1993
IMT24,Intersection,McTiernan,1994
IMT29,The Thomas Crown Affair,McTiernan,1999
JHH10,The Summer of Miss Forbes,Hermosillo,1988
JrB10,The Wizards of Loneliness,Bowen,1988
KOt10,Akira,Otomo,1988
KSR10,Stripped to Kill,K.S.Ruben,1988
KSR20,Married With Children,K.S.Ruben,1989
KSR30,Streets,K.S.Ruben,1990
KSR35,Poison Ivy,K.S.Ruben,1992
LvT3,Elements of Crime,vonTrier,1984
LvT10,Zentropa,vonTrier,1991
LvT20,Breaking the Waves,vonTrier,1996
LvT21,The Kingdom,vonTrier,1998
LvT22,The Idiots,vonTrier,198
LvT25,Dancer in the Dark,vonTrier,1999
MFi5,Stormy Monday,Figgis,1988
MFi10,Internal Affairs,Figgis,1990
MFi15,Mr.~Jones,Figgis,1993
MFi16,The Browning Version,Figgis,1994
MFi18,"Leaving Las Vegas ",Figgis,1996
MFi20,One Night Stand,Figgis,1997
MFi22,The Loss of Sexual Innocence,Figgis,1999
MGw1,\UN,M.Greenwald,1988
MGw2,The Kill Off,M.Greenwald,1989
MGw5,The Ballad of Little Jo,M.Greenwald,1993
MKh10,Dreams of Hind and Camilla,Khan,1988
MMs10,Diary for My Loves,Meszaros,1988
POC10,A Month in the Country,OConnor,1988
POC20,Zelda,OConnor,1993
POC25,Inventing the Abbots,OConnor,1997
POC26,Dancing at Lughnasa,OConnor,1998
POC27,Tumbleweeds,OConnor,1999
POC29,Sweet November,OConnor,2001
PTh10,"Les maris, les femmes, les amants",P.Thomas,1988
RkM10,D.O.A.,Morton,1988
RkM16,Super Mario Bros.,Morton,1993
RNo10,Igla,Nougmanov,1988
RNo20,Diki Vostok,Nougmanov,1993
RSh5,Bull Durham,Shelton,1988
RSh10,Blaze,Shelton,1989
RSh15,White Men Can't Jump,Shelton,1992
RSh18,Cobb,Shelton,1994
RSh20,Tin Cup,Shelton,1996
SLo1,Ratboy,Locke,1988
SLo2,Impulse,Locke,1990
SSR10,Far North,Sheppard,1988
SSR12,True West,Sheppard,1990
SSR15,Silent Tongue,Sheppard,1994
TAF4,Nightsongs,Fucci,1988
TAF7,Purple Haze,Fucci,1989
TAF10,Don't Call Me Frankie,Fucci,1991
ThS1,Spalding Gray - Terors of Pleasure,Schlamme,1988
ThS2,Miss Firecracker,Schlamme,1989
ThS3,Crazy From The Heart,Schlamme,1991
ThS4,So I Married an Axe Murderer,Schlamme,1993
ThS5,You so Crazy,Schlamme,1994
ThS5,Kingfish: A Story of Huey P. Long,Schlamme,1995
ViW1,The Navigator,V.Ward,1989
ViW10,Map of the Human Heart,V.Ward,1993
ViW15,What Dreams May Come,V.Ward,1998
yAn10,"Johann Strauss, The King without a Crown",Antel,1988
xSz10,Punchline,Seltzer,1988
YoT10,The Yen Family,Takita,1988
Z1811,Hard to Kill,Unknown18,1990
Z1812,Marked for Death,Unknown18,1990
Z1813,Out for Justice,Unknown18,1991
Z4810,Vice Academy,Unknown48,1988
Z4815,"Vice Academy, part 2",Unknown48,1990
Z5410,Surf II,Unknown54,1988
Z5420,Running Hot,Unknown54,1988
Z5430,The New Kids,Unknown54,1988
Z5440,Code Name: Emerald,Unknown54,1988
Z5450,Some Kind of Wonderful,Unknown54,1988
Z5460,Sister Sister,Unknown54,1988
Z5470,Manifesto,Unknown54,1988
Z5480,Haunted Summer,Unknown54,1988
Z5490,Illegally Yours,Unknown54,1988
Z54100,The Fly II,Unknown54,1988
Z54105,Sleep with Me,Unknown54,1994
Z54110,God's Army,Unknown54,1995
Z0310,Romero,Unknown3,1988
Z0320,Entertaining Angels: The Dorothy Day Story,Unknown3,1996
Z8820,Femme,UnYear88,1988
Z8875,The Jazz Singer,UnYear88,1990
AgV10,In Glass,Villaronga,1989
AMc10,Kitchen Sink,MacLean,1989
AMc14,Crush,MacLean,1995
AMc15,Jesus' Son,MacLean,2000
AmM10,The Supernaturals,Mastroianni,1989
ARv10,Everything's for you,Ravett,1989
AxR10,The Guard,Rogoschkin,1989
GFi1,Tapeheads,Fishman,1989
Gfi2,"Car 54, Were Are You",Fishman,1994
BHo10,Raggedy Rawney,Hoskins,1989
BNu1,Camille Claudel,Nuytten,1989
BoB1,Parents,Bob~Balaban,1989
BoB4,The Last Good Time,Bob~Balaban,1994
BRo7,Withnail and I,B.Robinson,1989
BRo10,Jennifer 8,B.Robinson,1992
CaB1,36 Fillette,Breillat,1989
CaB6,Romance,Breillat,1999
ChG2,The Big Picture,Ch.Guest,1989
ChG10,Attack of the 50-foot Woman,Ch.Guest,1993
ChG15,Waiting for Guffman,Ch.Guest,1997
ChG18,Almost Heroes,Ch.Guest,1998
ClZ10,Ripoux contre Ripoux,Zidi,1989
ClZ19,Asterix and Obelisk,Zidi,1998
DeA10,Jesus of Montreal,Arcand,1989
DHL1,Phantom of the Opera,Little,1989
DHL6,The Toymaker,Little,1991
DHL10,Free Willy 2,Little,1995
DOR5,Cannibal Tours,ORourke,1989
DOR8,Half Life,ORourke,1990
DOR10,The Good Woman of Bangkok,ORourke,1991
MSo10,La Chiesa,Soavi,1989
DvJ1,Jacknife,D.Jones,1989
DvJ2,The Betrayal,D.Jones,1990
DvJ4,84 Charing Cross Road,D.Jones,1991
DvJ6,The Trial,D.Jones,1993
EDj10,Woman of Courage,Djarot,1989
EKu10,Underground,Kusturica,1989
EMu1,Harlem Nights,E.Murphy,1989
EZw1,Glory,Zwick,1989
EZw4,Leaving Normal,Zwick,1992
EZw5,Legends of the Fall,Zwick,1994
EZw6,Chicago,Zwick,1995
EZw7,Courage Under Fire,Zwick,1996
Ezw9,Siege,Zwick,1998
FAm10,Flashback,Amurri,1989
FAm16,Monkey Trouble,Amurri,1994
FTy10,"Never, Nowhere, To No-one",Teglasy,1989
GCo1,The Music Teacher,Corbiau,1989
GDG1,Dad,Goldberg,1989
PGg1,Resurrected,Greengrass,1989
PGg9,Bloody Sunday,Greengrass,2002
PGg11,The Bourne Supremacy,Greengrass,2004
GTo1,Cinema Paradiso,Tornatore,1989
GTo2,Everybody's Fine,Tornatore,1990
GTo9,Star Maker,Tornatore,1996
HCa10,Coming Out,Carow,1989
HMB10,Let It Be,Brode,1989
IsJ10,Looking for Langston,Julien,1989
IsJ12,Young Soul Rebels,Julien,1990
ITo10,Ikili Oyunlar,Tozum,1989
JHd10,Work Experience,Hendrie,1989
JJo1,"Honey, I Shrunk the Kids",Johnston,1989
